deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,won,created_year,created_month,created_quarter,closed_quarter,period,deal_size_band,cycle_band,rep_win_rate,rep_quartile,risk_score,risk_score_pct,risk_tier,risk_factors,recommended_action
D04245,2024-03-02,2024-05-05,rep_22,Ecommerce,India,Core,Outbound,Proposal,40626,64,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Large (30-60K),Slow (45-80d),0.4009433962264151,Q4 (Bottom),0.6051364552116194,60.5,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D02790,2024-01-05,2024-03-10,rep_19,EdTech,APAC,Core,Outbound,Negotiation,11204,65,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.47959183673469385,Q1 (Top),0.6049281854138545,60.5,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D02739,2024-03-11,2024-04-10,rep_25,EdTech,India,Enterprise,Inbound,Proposal,89101,30,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Normal (20-45d),0.45365853658536587,Q3,0.6045114102243121,60.5,Critical Risk,"Large deal: $89,101 | Lead Source: Inbound",Escalate to senior rep + schedule executive sponsor call
D01117,2024-03-08,2024-05-22,rep_22,FinTech,Europe,Core,Partner,Negotiation,75583,75,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Slow (45-80d),0.4009433962264151,Q4 (Bottom),0.6045528759876371,60.5,Critical Risk,"Large deal: $75,583 | Lead Source: Partner",Escalate to senior rep + schedule executive sponsor call
D03593,2024-02-14,2024-02-29,rep_17,EdTech,North America,Core,Outbound,Closed,2125,15,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Small (<10K),Fast (<20d),0.44571428571428573,Q3,0.6046368104713122,60.5,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D01358,2024-01-31,2024-04-29,rep_10,SaaS,APAC,Pro,Referral,Proposal,14443,89,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.42408376963350786,Q4 (Bottom),0.6049881617114189,60.5,Critical Risk,Long cycle: 89d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D01846,2024-03-21,2024-05-22,rep_4,SaaS,North America,Enterprise,Partner,Qualified,16183,62,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Slow (45-80d),0.458128078817734,Q2,0.6054395167895789,60.5,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D02109,2024-03-23,2024-06-29,rep_23,Ecommerce,India,Core,Outbound,Proposal,12075,98,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.44565217391304346,Q3,0.6038745519287853,60.4,Critical Risk,Long cycle: 98d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D00371,2024-02-29,2024-04-04,rep_24,SaaS,Europe,Enterprise,Outbound,Closed,68200,35,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Normal (20-45d),0.4482758620689655,Q3,0.604004111455032,60.4,Critical Risk,"Large deal: $68,200 | Lead Source: Outbound",Escalate to senior rep + schedule executive sponsor call
D04144,2024-02-19,2024-05-13,rep_16,HealthTech,North America,Enterprise,Outbound,Negotiation,2349,84,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.47085201793721976,Q1 (Top),0.6033989239217881,60.3,Critical Risk,Long cycle: 84d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D02878,2024-03-25,2024-07-07,rep_12,SaaS,India,Enterprise,Outbound,Demo,10421,104,Won,1,2024,3,2024Q1,2024Q3,2024Q1,Mid (10-30K),Stalled (80d+),0.48333333333333334,Q1 (Top),0.6029870370369507,60.3,Critical Risk,Long cycle: 104d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D01164,2024-02-04,2024-05-13,rep_10,EdTech,APAC,Enterprise,Partner,Demo,15732,99,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.42408376963350786,Q4 (Bottom),0.6025216563065806,60.3,Critical Risk,Long cycle: 99d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D04046,2024-01-28,2024-04-07,rep_22,Ecommerce,APAC,Core,Referral,Demo,9219,70,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.4009433962264151,Q4 (Bottom),0.6032155942799085,60.3,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D00008,2024-03-07,2024-06-20,rep_3,HealthTech,APAC,Core,Referral,Proposal,8525,105,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.4722222222222222,Q1 (Top),0.6031039273892274,60.3,Critical Risk,Long cycle: 105d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D02306,2024-03-15,2024-06-13,rep_21,Ecommerce,Europe,Pro,Inbound,Closed,11645,90,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.5096153846153846,Q1 (Top),0.6032831296421182,60.3,Critical Risk,Long cycle: 90d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D00412,2024-01-18,2024-02-23,rep_13,EdTech,North America,Core,Referral,Closed,7728,36,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.441025641025641,Q4 (Bottom),0.6027628593327023,60.3,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D01237,2024-03-22,2024-06-24,rep_23,HealthTech,Europe,Pro,Inbound,Negotiation,6912,94,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.44565217391304346,Q3,0.6031426666407994,60.3,Critical Risk,Long cycle: 94d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D04383,2024-03-07,2024-06-20,rep_11,EdTech,Europe,Core,Referral,Negotiation,3626,105,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.465,Q2,0.6033565837801225,60.3,Critical Risk,Long cycle: 105d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D04834,2024-01-22,2024-04-29,rep_14,SaaS,India,Pro,Inbound,Closed,2440,98,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.4396135265700483,Q4 (Bottom),0.6029483986928645,60.3,Critical Risk,Long cycle: 98d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D02273,2024-02-05,2024-03-30,rep_15,EdTech,India,Pro,Partner,Proposal,5312,54,Won,1,2024,2,2024Q1,2024Q1,2024Q1,Small (<10K),Slow (45-80d),0.44571428571428573,Q3,0.6015886527043904,60.2,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D04581,2024-01-06,2024-02-04,rep_16,EdTech,APAC,Core,Referral,Demo,4201,29,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.47085201793721976,Q1 (Top),0.602498622156557,60.2,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D00452,2024-03-18,2024-06-18,rep_6,EdTech,North America,Pro,Outbound,Qualified,11866,92,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.42786069651741293,Q4 (Bottom),0.6009482983962045,60.1,Critical Risk,Long cycle: 92d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D04673,2024-02-25,2024-04-19,rep_14,FinTech,Europe,Pro,Referral,Qualified,53007,54,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Large (30-60K),Slow (45-80d),0.4396135265700483,Q4 (Bottom),0.5995347387837918,60.0,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D04798,2024-01-13,2024-03-22,rep_4,SaaS,Europe,Core,Referral,Proposal,9984,69,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Slow (45-80d),0.458128078817734,Q2,0.6000077843951829,60.0,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D04829,2024-02-14,2024-03-20,rep_21,HealthTech,Europe,Pro,Referral,Closed,6678,35,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.5096153846153846,Q1 (Top),0.6004778847091894,60.0,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D04761,2024-01-23,2024-05-02,rep_25,EdTech,India,Enterprise,Partner,Closed,10098,100,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.45365853658536587,Q3,0.5986955825891224,59.9,Critical Risk,Long cycle: 100d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D04232,2024-02-17,2024-05-29,rep_17,EdTech,India,Pro,Inbound,Demo,6067,102,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.44571428571428573,Q3,0.5991430309012126,59.9,Critical Risk,Long cycle: 102d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D04142,2024-01-27,2024-05-19,rep_5,FinTech,Europe,Core,Referral,Proposal,16662,113,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.4577114427860697,Q2,0.5987130869670473,59.9,Critical Risk,Long cycle: 113d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D02301,2024-01-14,2024-02-29,rep_24,FinTech,India,Enterprise,Partner,Negotiation,10276,46,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Slow (45-80d),0.4482758620689655,Q3,0.598965839610182,59.9,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D04928,2024-03-05,2024-05-16,rep_21,Ecommerce,Europe,Enterprise,Outbound,Negotiation,3728,72,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.5096153846153846,Q1 (Top),0.5982898404891717,59.8,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D03279,2024-01-29,2024-05-11,rep_13,FinTech,India,Pro,Referral,Proposal,6050,103,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.441025641025641,Q4 (Bottom),0.5981654800849199,59.8,Critical Risk,Long cycle: 103d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D00901,2024-01-19,2024-04-02,rep_15,FinTech,APAC,Core,Outbound,Proposal,73939,74,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Slow (45-80d),0.44571428571428573,Q3,0.5978952799806493,59.8,Critical Risk,"Large deal: $73,939 | Lead Source: Outbound",Escalate to senior rep + schedule executive sponsor call
D03116,2024-02-16,2024-03-26,rep_11,SaaS,APAC,Pro,Partner,Closed,84546,39,Won,1,2024,2,2024Q1,2024Q1,2024Q1,Enterprise (60K+),Normal (20-45d),0.465,Q2,0.59803313939967,59.8,Critical Risk,"Large deal: $84,546 | Lead Source: Partner",Escalate to senior rep + schedule executive sponsor call
D00539,2024-03-16,2024-05-20,rep_15,SaaS,India,Enterprise,Referral,Demo,75797,65,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Slow (45-80d),0.44571428571428573,Q3,0.5980268683922902,59.8,Critical Risk,"Large deal: $75,797 | Lead Source: Referral",Escalate to senior rep + schedule executive sponsor call
D04628,2024-02-02,2024-05-27,rep_19,FinTech,Europe,Enterprise,Partner,Qualified,13038,115,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.47959183673469385,Q1 (Top),0.5979588475347187,59.8,Critical Risk,Long cycle: 115d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D02351,2024-02-18,2024-03-27,rep_20,Ecommerce,India,Pro,Referral,Negotiation,19020,38,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Mid (10-30K),Normal (20-45d),0.46956521739130436,Q2,0.5982905659167457,59.8,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D00318,2024-03-26,2024-05-14,rep_11,EdTech,APAC,Pro,Referral,Qualified,15785,49,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Slow (45-80d),0.465,Q2,0.5966361606306376,59.7,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D01925,2024-03-01,2024-06-22,rep_15,EdTech,Europe,Core,Referral,Qualified,15433,113,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.44571428571428573,Q3,0.5966267059806489,59.7,Critical Risk,Long cycle: 113d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D00719,2024-02-29,2024-06-05,rep_11,Ecommerce,North America,Pro,Inbound,Closed,31094,97,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Large (30-60K),Stalled (80d+),0.465,Q2,0.5974182648974247,59.7,Critical Risk,Long cycle: 97d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D04446,2024-02-27,2024-05-30,rep_15,Ecommerce,APAC,Pro,Inbound,Negotiation,78102,93,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Stalled (80d+),0.44571428571428573,Q3,0.5960346787539905,59.6,Critical Risk,"Long cycle: 93d | Large deal: $78,102 | Lead Source: Inbound",Escalate to senior rep + schedule executive sponsor call
D03193,2024-03-01,2024-05-27,rep_1,FinTech,North America,Enterprise,Outbound,Closed,9987,87,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.4549763033175355,Q2,0.5960769960775815,59.6,Critical Risk,Long cycle: 87d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D00587,2024-03-16,2024-06-11,rep_14,EdTech,Europe,Enterprise,Inbound,Proposal,7658,87,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.4396135265700483,Q4 (Bottom),0.5957635629327706,59.6,Critical Risk,Long cycle: 87d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D00938,2024-01-07,2024-04-22,rep_5,FinTech,North America,Core,Referral,Qualified,12267,106,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.4577114427860697,Q2,0.5964189943071719,59.6,Critical Risk,Long cycle: 106d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D00970,2024-03-12,2024-06-15,rep_11,Ecommerce,Europe,Core,Referral,Demo,4581,95,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.465,Q2,0.5947807705465208,59.5,Critical Risk,Long cycle: 95d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D03009,2024-02-10,2024-03-15,rep_24,EdTech,Europe,Enterprise,Inbound,Qualified,77734,34,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Enterprise (60K+),Normal (20-45d),0.4482758620689655,Q3,0.5948782218249711,59.5,Critical Risk,"Large deal: $77,734 | Lead Source: Inbound",Escalate to senior rep + schedule executive sponsor call
D00232,2024-02-23,2024-06-09,rep_6,SaaS,North America,Enterprise,Referral,Closed,46188,107,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Large (30-60K),Stalled (80d+),0.42786069651741293,Q4 (Bottom),0.5946863714385908,59.5,Critical Risk,Long cycle: 107d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D01548,2024-01-04,2024-03-31,rep_18,HealthTech,India,Enterprise,Referral,Negotiation,16108,87,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Mid (10-30K),Stalled (80d+),0.40860215053763443,Q4 (Bottom),0.5938187002624591,59.4,Critical Risk,Long cycle: 87d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D02297,2024-03-10,2024-05-21,rep_3,HealthTech,North America,Core,Referral,Closed,5117,72,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.4722222222222222,Q1 (Top),0.5936693983689838,59.4,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D02578,2024-01-09,2024-02-13,rep_9,SaaS,India,Enterprise,Referral,Closed,7981,35,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.44623655913978494,Q3,0.5942164583143887,59.4,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D03274,2024-01-28,2024-03-05,rep_1,Ecommerce,Europe,Enterprise,Partner,Proposal,9329,37,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.4549763033175355,Q2,0.5937782447392483,59.4,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D02766,2024-03-03,2024-05-28,rep_22,FinTech,APAC,Enterprise,Inbound,Negotiation,70858,86,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Stalled (80d+),0.4009433962264151,Q4 (Bottom),0.5941418669065586,59.4,Critical Risk,"Long cycle: 86d | Large deal: $70,858 | Lead Source: Inbound",Escalate to senior rep + schedule executive sponsor call
D03811,2024-02-11,2024-03-18,rep_7,HealthTech,Europe,Core,Partner,Proposal,6813,36,Lost,0,2024,2,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.4166666666666667,Q4 (Bottom),0.5938796574936812,59.4,Critical Risk,Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D00125,2024-01-25,2024-05-08,rep_25,SaaS,India,Enterprise,Partner,Closed,18288,104,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.45365853658536587,Q3,0.5930110961546686,59.3,Critical Risk,Long cycle: 104d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D02305,2024-01-25,2024-04-24,rep_16,FinTech,North America,Core,Partner,Qualified,8424,90,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.47085201793721976,Q1 (Top),0.592703596038924,59.3,Critical Risk,Long cycle: 90d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D01172,2024-03-12,2024-05-04,rep_8,Ecommerce,APAC,Pro,Outbound,Negotiation,11519,53,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Slow (45-80d),0.48128342245989303,Q1 (Top),0.5933062428078694,59.3,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D03676,2024-03-26,2024-07-18,rep_6,HealthTech,North America,Enterprise,Referral,Demo,7705,114,Lost,0,2024,3,2024Q1,2024Q3,2024Q1,Small (<10K),Stalled (80d+),0.42786069651741293,Q4 (Bottom),0.5927980603111187,59.3,Critical Risk,Long cycle: 114d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D04473,2024-02-28,2024-05-17,rep_1,Ecommerce,India,Pro,Referral,Negotiation,5642,79,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.4549763033175355,Q2,0.5933658349685612,59.3,Critical Risk,Long cycle: 79d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D03176,2024-01-06,2024-02-22,rep_2,Ecommerce,North America,Pro,Referral,Negotiation,77229,47,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Enterprise (60K+),Slow (45-80d),0.46153846153846156,Q2,0.593408849829132,59.3,Critical Risk,"Large deal: $77,229 | Lead Source: Referral",Escalate to senior rep + schedule executive sponsor call
D04043,2024-01-24,2024-05-11,rep_15,SaaS,Europe,Enterprise,Inbound,Proposal,10195,108,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.44571428571428573,Q3,0.5916696675412152,59.2,Critical Risk,Long cycle: 108d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D00217,2024-02-12,2024-04-09,rep_10,FinTech,North America,Core,Referral,Demo,5326,57,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.42408376963350786,Q4 (Bottom),0.5921118362608773,59.2,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D01035,2024-03-09,2024-07-06,rep_17,Ecommerce,APAC,Pro,Outbound,Closed,81909,119,Lost,0,2024,3,2024Q1,2024Q3,2024Q1,Enterprise (60K+),Stalled (80d+),0.44571428571428573,Q3,0.5921362517053119,59.2,Critical Risk,"Long cycle: 119d | Large deal: $81,909 | Lead Source: Outbound",Escalate to senior rep + schedule executive sponsor call
D02202,2024-03-20,2024-07-13,rep_5,SaaS,APAC,Core,Outbound,Proposal,15978,115,Lost,0,2024,3,2024Q1,2024Q3,2024Q1,Mid (10-30K),Stalled (80d+),0.4577114427860697,Q2,0.5923683120479173,59.2,Critical Risk,Long cycle: 115d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D03997,2024-01-05,2024-04-24,rep_5,FinTech,APAC,Core,Referral,Negotiation,18103,110,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.4577114427860697,Q2,0.5907898544180845,59.1,Critical Risk,Long cycle: 110d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D04603,2024-02-27,2024-03-06,rep_16,HealthTech,India,Pro,Inbound,Qualified,79333,8,Won,1,2024,2,2024Q1,2024Q1,2024Q1,Enterprise (60K+),Fast (<20d),0.47085201793721976,Q1 (Top),0.5913096478219443,59.1,Critical Risk,"Large deal: $79,333 | Lead Source: Inbound",Escalate to senior rep + schedule executive sponsor call
D01916,2024-03-16,2024-05-11,rep_12,EdTech,North America,Core,Referral,Demo,83877,56,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Slow (45-80d),0.48333333333333334,Q1 (Top),0.5907412902723258,59.1,Critical Risk,"Large deal: $83,877 | Lead Source: Referral",Escalate to senior rep + schedule executive sponsor call
D03921,2024-01-11,2024-03-23,rep_6,SaaS,India,Pro,Outbound,Qualified,55179,72,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Large (30-60K),Slow (45-80d),0.42786069651741293,Q4 (Bottom),0.5907300811843536,59.1,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D03264,2024-01-06,2024-02-08,rep_3,FinTech,North America,Pro,Referral,Proposal,9711,33,Won,1,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Normal (20-45d),0.4722222222222222,Q1 (Top),0.5907204101354532,59.1,Critical Risk,Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D00102,2024-03-10,2024-06-30,rep_11,HealthTech,Europe,Enterprise,Outbound,Qualified,7429,112,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.465,Q2,0.5911526765391044,59.1,Critical Risk,Long cycle: 112d | Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D00056,2024-03-11,2024-06-13,rep_14,EdTech,North America,Enterprise,Partner,Closed,17272,94,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Mid (10-30K),Stalled (80d+),0.4396135265700483,Q4 (Bottom),0.5901418222201126,59.0,Critical Risk,Long cycle: 94d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D04267,2024-01-31,2024-03-25,rep_11,Ecommerce,India,Core,Inbound,Negotiation,4478,54,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Small (<10K),Slow (45-80d),0.465,Q2,0.5903804792937626,59.0,Critical Risk,Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D04087,2024-03-20,2024-05-30,rep_2,EdTech,APAC,Enterprise,Outbound,Closed,7930,71,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Slow (45-80d),0.46153846153846156,Q2,0.5901013232965494,59.0,Critical Risk,Lead Source: Outbound,Escalate to senior rep + schedule executive sponsor call
D00283,2024-02-04,2024-05-19,rep_11,Ecommerce,North America,Enterprise,Partner,Negotiation,9731,105,Lost,0,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.465,Q2,0.5900630817268373,59.0,Critical Risk,Long cycle: 105d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D04726,2024-01-31,2024-05-11,rep_1,FinTech,APAC,Core,Partner,Proposal,7585,101,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.4549763033175355,Q2,0.5904481914239036,59.0,Critical Risk,Long cycle: 101d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D00437,2024-03-13,2024-03-22,rep_7,HealthTech,India,Core,Inbound,Qualified,52983,9,Won,1,2024,3,2024Q1,2024Q1,2024Q1,Large (30-60K),Fast (<20d),0.4166666666666667,Q4 (Bottom),0.5904560480749892,59.0,Critical Risk,Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
D00388,2024-01-07,2024-03-28,rep_4,EdTech,North America,Core,Partner,Demo,36805,81,Lost,0,2024,1,2024Q1,2024Q1,2024Q1,Large (30-60K),Stalled (80d+),0.458128078817734,Q2,0.588743335697742,58.9,Critical Risk,Long cycle: 81d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D03887,2024-02-02,2024-05-24,rep_16,FinTech,Europe,Pro,Partner,Negotiation,9992,112,Won,1,2024,2,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.47085201793721976,Q1 (Top),0.5885268312512688,58.9,Critical Risk,Long cycle: 112d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D01768,2024-03-21,2024-06-18,rep_24,HealthTech,Europe,Pro,Referral,Proposal,8414,89,Lost,0,2024,3,2024Q1,2024Q2,2024Q1,Small (<10K),Stalled (80d+),0.4482758620689655,Q3,0.5893806086224781,58.9,Critical Risk,Long cycle: 89d | Lead Source: Referral,Escalate to senior rep + schedule executive sponsor call
D02729,2024-03-05,2024-05-04,rep_1,FinTech,Europe,Pro,Inbound,Demo,82978,60,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Enterprise (60K+),Slow (45-80d),0.4549763033175355,Q2,0.5887250143059927,58.9,Critical Risk,"Large deal: $82,978 | Lead Source: Inbound",Escalate to senior rep + schedule executive sponsor call
D01634,2024-03-03,2024-05-27,rep_1,EdTech,India,Enterprise,Partner,Negotiation,54711,85,Won,1,2024,3,2024Q1,2024Q2,2024Q1,Large (30-60K),Stalled (80d+),0.4549763033175355,Q2,0.5887576741106345,58.9,Critical Risk,Long cycle: 85d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D03472,2024-01-28,2024-04-14,rep_20,Ecommerce,Europe,Pro,Partner,Qualified,18366,77,Lost,0,2024,1,2024Q1,2024Q2,2024Q1,Mid (10-30K),Slow (45-80d),0.46956521739130436,Q2,0.5890656270026171,58.9,Critical Risk,Long cycle: 77d | Lead Source: Partner,Escalate to senior rep + schedule executive sponsor call
D00837,2024-01-21,2024-05-03,rep_1,SaaS,India,Pro,Inbound,Demo,43680,103,Won,1,2024,1,2024Q1,2024Q2,2024Q1,Large (30-60K),Stalled (80d+),0.4549763033175355,Q2,0.5880693415908493,58.8,Critical Risk,Long cycle: 103d | Lead Source: Inbound,Escalate to senior rep + schedule executive sponsor call
